ano,mes,dia,MSRP,valorUnitario,quantidadeEncomendada,vendas,linhaDeProduto_cod
2005,4,22,41,36.93,15,553.95,4
2003,1,31,118,100.0,26,2921.62,2
2003,4,04,118,100.0,44,5568.64,2
2003,6,03,118,96.99,20,1939.8,2
2003,8,01,118,94.62,40,3784.8,2
2003,9,25,118,100.0,23,2802.09,2
2003,10,22,118,99.36,24,2384.64,2
2003,11,06,118,100.0,29,2915.66,2
2003,11,14,118,100.0,49,5795.72,2
2003,11,25,118,100.0,34,3699.88,2
2003,12,09,118,100.0,28,2980.6,2
2004,2,12,118,100.0,37,5032.74,2
2004,3,15,118,100.0,45,4737.15,2
2004,5,05,118,100.0,46,6311.2,2
2004,7,20,118,100.0,22,3070.54,2
2004,8,20,118,100.0,39,4797.39,2
2004,9,08,118,100.0,27,3832.38,2
2004,10,13,118,100.0,36,4641.48,2
2004,10,22,118,100.0,38,4000.26,2
2004,11,05,118,100.0,44,5325.76,2
2004,11,20,118,100.0,31,4618.69,2
2004,12,01,118,100.0,23,3182.97,2
2004,12,15,118,100.0,22,2603.04,2
2005,1,23,118,50.32,28,1408.96,2
2005,2,22,118,93.91,21,1972.11,2
2005,3,15,118,100.0,37,5207.75,2
2005,5,03,118,100.0,31,4253.2,2
2003,1,29,97,100.0,25,2873.0,4
2003,3,25,97,86.68,26,2253.68,4
2003,5,28,97,100.0,34,3576.12,4
2003,7,16,97,100.0,29,3276.13,4
2003,9,12,97,90.57,20,1811.4,4
2003,10,20,97,91.55,42,3845.1,4
2003,11,05,97,100.0,22,2571.14,4
2003,11,13,97,100.0,47,5035.11,4
2003,11,21,97,100.0,20,2279.0,4
2003,12,05,97,97.39,33,3213.87,4
2004,1,29,97,90.57,39,3532.23,4
2004,3,10,97,100.0,33,3406.59,4
2004,4,29,97,86.68,40,3467.2,4
2004,6,14,97,78.89,46,3628.94,4
2004,7,16,97,97.39,48,4674.72,4
2004,8,17,97,78.89,21,1656.69,4
2004,9,07,97,100.0,45,5171.4,4
2004,10,11,97,100.0,33,3342.57,4
2004,10,21,97,100.0,44,4884.88,4
2004,11,05,97,100.0,33,6267.69,4
2004,11,18,97,100.0,39,4424.16,4
2004,11,01,97,50.31,39,1962.09,4
2004,12,10,97,100.0,41,6847.0,4
2005,1,20,97,86.92,40,3476.8,4
2005,2,17,97,100.0,33,4592.61,4
2003,2,17,72,63.76,26,1657.76,5
2003,4,29,72,85.49,29,2479.21,5
2003,6,27,72,77.52,46,3565.92,5
2003,8,25,72,84.77,33,2797.41,5
2003,10,28,72,78.25,48,3756.0,5
2004,1,12,72,71.0,40,2840.0,5
2004,2,20,72,74.62,23,1716.26,5
2004,4,02,72,81.14,40,3245.6,5
2004,5,11,72,74.62,37,2760.94,5
2004,6,28,72,75.35,24,1808.4,5
2004,7,23,72,62.31,27,1682.37,5
2004,8,21,72,71.0,21,1491.0,5
2004,9,16,72,72.45,23,1666.35,5
2004,10,15,72,83.32,44,3666.08,5
2004,11,02,72,83.32,35,2916.2,5
2004,11,12,72,60.86,43,2616.98,5
2004,11,24,72,84.77,40,3390.8,5
2004,12,04,72,89.9,35,3146.5,5
2004,12,17,72,62.46,25,1561.5,5
2005,2,03,72,100.0,43,10039.6,5
2005,3,30,72,78.25,45,3521.25,5
2005,5,10,72,74.62,48,3581.76,5
2003,3,03,80,68.71,31,2130.01,2
2003,5,08,80,71.14,29,2063.06,2
2003,7,02,80,87.31,23,2008.13,2
2003,9,05,80,64.67,31,2004.77,2
2003,10,10,80,67.1,23,1543.3,2
2003,11,04,80,94.58,24,2269.92,2
2003,11,11,80,71.14,28,1991.92,2
2003,11,20,80,66.29,44,2916.76,2
2004,1,15,80,92.16,22,2027.52,2
2004,2,22,80,70.33,46,3235.18,2
2004,4,09,80,93.77,22,2062.94,2
2004,5,26,80,87.31,38,3317.78,2
2004,6,30,80,83.27,47,3913.69,2
2004,8,02,80,75.18,48,3608.64,2
2004,8,30,80,88.12,40,3524.8,2
2004,9,30,80,80.84,32,2586.88,2
2004,10,16,80,97.01,49,4753.49,2
2004,11,03,80,85.69,43,3684.67,2
2004,11,17,80,100.0,41,5715.4,2
2004,11,24,80,100.0,30,3098.7,2
2004,12,07,80,95.39,28,2670.92,2
2005,1,06,80,100.0,43,5154.41,2
2005,2,10,80,100.0,41,4894.17,2
2005,3,04,80,82.42,30,2472.6,2
2003,1,29,96,100.0,31,3224.31,3
2003,4,01,96,100.0,32,3667.52,3
2003,5,28,96,96.31,43,4141.33,3
2003,7,24,96,100.0,26,2829.58,3
2003,9,21,96,100.0,27,3068.55,3
2003,11,06,96,100.0,22,2436.72,3
2003,11,14,96,100.0,46,4607.36,3
2003,11,25,96,97.27,37,3598.99,3
2003,12,09,96,80.9,49,3964.1,3
2004,2,04,96,100.0,21,2244.9,3
2004,3,11,96,100.0,25,2793.0,3
2004,5,04,96,100.0,37,4133.64,3
2004,6,15,96,86.68,45,3900.6,3
2004,7,19,96,85.72,32,2743.04,3
2004,8,19,96,82.83,29,2402.07,3
2004,9,08,96,83.79,26,2178.54,3
2004,10,13,96,100.0,28,3155.04,3
2004,10,22,96,87.64,27,2366.28,3
2004,11,05,96,98.18,20,1963.6,3
2004,11,19,96,100.0,44,4746.28,3
2004,11,01,96,100.0,42,6386.94,3
2004,12,10,96,100.0,41,4428.0,3
2005,1,23,96,100.0,26,4044.04,3
2005,2,17,96,100.0,26,2708.42,3
2005,5,01,96,100.0,26,2904.72,3
2003,2,24,99,92.9,20,1858.0,1
2003,4,29,99,100.0,22,2461.36,1
2003,6,27,99,100.0,23,2642.01,1
2003,8,25,99,93.9,33,3098.7,1
2003,10,28,99,100.0,28,3244.36,1
2003,11,18,99,98.89,44,4351.16,1
2004,1,12,99,79.91,46,3675.86,1
2004,2,20,99,100.0,21,2475.27,1
2004,4,02,99,100.0,41,4177.49,1
2004,5,11,99,100.0,31,3282.28,1
2004,6,28,99,79.91,31,2477.21,1
2004,7,23,99,81.91,23,1883.93,1
2004,8,27,99,98.89,37,3658.93,1
2004,9,16,99,100.0,26,2856.88,1
2004,10,15,99,79.91,24,1917.84,1
2004,11,02,99,100.0,47,5305.36,1
2004,11,15,99,63.91,45,2875.95,1
2004,11,24,99,100.0,55,6482.85,1
2004,12,04,99,81.17,46,3733.82,1
2005,1,06,99,100.0,50,6576.5,1
2005,2,03,99,100.0,37,6353.27,1
2005,3,02,99,94.9,44,4175.6,1
2005,5,10,99,100.0,45,4764.6,1
2003,3,03,40,43.45,27,1173.15,1
2003,5,08,40,44.66,31,1384.46,1
2003,7,02,40,40.23,33,1327.59,1
2003,8,25,40,35.8,31,1109.8,1
2003,10,10,40,35.4,35,1239.0,1
2003,11,04,40,39.83,26,1035.58,1
2003,11,11,40,45.46,34,1545.64,1
2003,11,19,40,32.99,46,1517.54,1
2004,1,15,40,42.24,41,1731.84,1
2004,2,21,40,39.43,43,1695.49,1
2004,4,05,40,40.23,26,1045.98,1
2004,5,26,40,48.28,36,1738.08,1
2004,6,30,40,32.59,20,651.8,1
2004,8,02,40,36.61,27,988.47,1
2004,8,27,40,41.03,37,1518.11,1
2004,9,30,40,42.24,24,1013.76,1
2004,10,16,40,43.05,36,1549.8,1
2004,11,03,40,38.22,29,1108.38,1
2004,11,17,40,100.0,28,4102.56,1
2004,11,24,40,100.0,29,3713.16,1
2004,12,07,40,39.83,38,1513.54,1
2005,1,06,40,48.28,48,2317.44,1
2005,2,10,40,82.46,40,3298.4,1
2005,3,04,40,44.56,41,1826.96,1
2005,4,08,40,40.23,30,1206.9,1
2003,1,31,54,47.62,35,1666.7,3
2003,4,01,54,55.73,28,1560.44,3
2003,6,03,54,51.95,45,2337.75,3
2003,8,01,54,45.99,24,1103.76,3
2003,9,21,54,63.85,41,2617.85,3
2003,10,22,54,45.99,48,2207.52,3
2003,11,06,54,63.31,50,3165.5,3
2003,11,14,54,62.77,33,2071.41,3
2003,11,25,54,43.29,32,1385.28,3
2003,12,09,54,60.06,27,1621.62,3
2004,2,10,54,55.19,35,1931.65,3
2004,3,11,54,54.11,23,1244.53,3
2004,5,05,54,48.7,35,1704.5,3
2004,6,15,54,43.83,40,1753.2,3
2004,7,20,54,47.62,35,1666.7,3
2004,8,19,54,55.19,31,1710.89,3
2004,9,08,54,46.53,50,2326.5,3
2004,10,13,54,57.9,40,2316.0,3
2004,10,22,54,45.45,38,1727.1,3
2004,11,05,54,100.0,38,8844.12,3
2004,11,19,54,60.6,40,2424.0,3
2004,12,01,54,46.53,33,1535.49,3
2004,12,15,54,100.0,36,6358.68,3
2005,1,23,54,66.47,20,1329.4,3
2005,2,22,54,53.18,32,1701.76,3
2005,3,15,54,62.77,36,2259.72,3
2005,5,03,54,48.7,19,925.3,3
2003,1,31,62,65.87,49,3227.63,7
2003,4,11,62,63.38,27,1711.26,7
2003,6,03,62,70.84,29,2054.36,7
2003,8,08,62,74.57,42,3131.94,7
2003,9,25,62,50.95,33,1681.35,7
2003,10,22,62,53.44,44,2351.36,7
2003,11,06,62,64.0,22,1408.0,7
2003,11,14,62,50.95,48,2445.6,7
2003,11,25,62,54.68,33,1804.44,7
2003,12,09,62,56.55,45,2544.75,7
2004,2,12,62,52.82,20,1056.4,7
2004,3,15,62,60.9,46,2801.4,7
2004,5,05,62,49.71,40,1988.4,7
2004,7,20,62,64.63,45,2908.35,7
2004,8,20,62,59.65,36,2147.4,7
2004,9,08,62,67.73,31,2099.63,7
2004,10,14,62,50.33,46,2315.18,7
2004,10,22,62,66.49,35,2327.15,7
2004,11,05,62,100.0,28,5377.4,7
2004,11,20,62,84.71,31,2626.01,7
2004,12,02,62,100.0,27,4406.4,7
2004,12,15,62,100.0,22,4301.22,7
2005,1,23,62,99.55,30,2986.5,7
2005,2,22,62,36.07,44,1587.08,7
2005,3,15,62,60.28,30,1808.4,7
2005,5,05,62,49.71,24,1193.04,7
2003,1,29,64,75.63,45,3403.35,3
2003,3,26,64,68.52,23,1575.96,3
2003,5,28,64,62.7,26,1630.2,3
2003,7,24,64,60.76,28,1701.28,3
2003,9,19,64,58.18,49,2850.82,3
2003,11,06,64,74.98,29,2174.42,3
2003,11,13,64,64.64,49,3167.36,3
2003,11,25,64,54.94,39,2142.66,3
2003,12,05,64,58.82,36,2117.52,3
2004,2,04,64,62.05,39,2419.95,3
2004,3,11,64,73.04,30,2191.2,3
2004,5,04,64,69.16,44,3043.04,3
2004,6,15,64,61.41,20,1228.2,3
2004,7,19,64,63.35,21,1330.35,3
2004,8,19,64,77.57,36,2792.52,3
2004,9,08,64,71.75,32,2296.0,3
2004,10,11,64,73.04,36,2629.44,3
2004,10,22,64,56.24,34,1912.16,3
2004,11,05,64,100.0,48,8209.44,3
2004,11,18,64,73.69,33,2431.77,3
2004,11,01,64,100.0,31,3139.99,3
2004,12,10,64,100.0,36,5669.64,3
2005,1,20,64,100.0,25,3160.25,3
2005,2,17,64,100.0,48,6799.68,3
2005,5,01,64,69.16,27,1867.32,3
2003,2,17,68,72.92,33,2406.36,4
2003,4,29,68,72.23,29,2094.67,4
2003,6,27,68,57.1,49,2797.9,4
2003,8,13,68,81.86,20,1637.2,4
2003,10,28,68,73.61,31,2281.91,4
2004,1,12,68,59.16,39,2307.24,4
2004,2,20,68,66.04,20,1320.8,4
2004,4,02,68,77.73,34,2642.82,4
2004,5,11,68,61.22,50,3061.0,4
2004,7,23,68,63.97,28,1791.16,4
2004,8,21,68,81.86,50,4093.0,4
2004,9,16,68,79.8,28,2234.4,4
2004,10,15,68,66.04,46,3037.84,4
2004,11,01,68,59.16,24,1419.84,4
2004,11,12,68,81.17,24,1948.08,4
2004,11,24,68,59.16,39,2307.24,4
2004,12,04,68,44.51,40,1780.4,4
2004,12,17,68,72.33,49,3544.17,4
2005,2,03,68,82.26,44,3619.44,4
2005,3,03,68,100.0,35,3918.95,4
2005,3,30,68,67.41,22,1483.02,4
2005,5,10,68,61.22,26,1591.72,4
2003,3,03,102,100.0,31,3669.78,1
2003,5,07,102,86.74,25,2168.5,1
2003,7,02,102,89.8,30,2694.0,1
2003,8,25,102,100.0,27,3251.34,1
2003,10,10,102,100.0,23,2347.15,1
2003,11,04,102,100.0,34,3920.88,1
2003,11,11,102,100.0,22,2514.6,1
2003,11,19,102,85.72,42,3600.24,1
2004,1,15,102,100.0,37,4040.03,1
2004,2,21,102,100.0,30,3336.9,1
2004,4,05,102,100.0,27,3113.64,1
2004,5,26,102,100.0,25,2832.0,1
2004,6,30,102,97.97,34,3330.98,1
2004,8,02,102,100.0,38,4304.64,1
2004,8,27,102,100.0,26,2600.26,1
2004,9,30,102,100.0,38,4382.16,1
2004,10,15,102,84.7,50,4235.0,1
2004,11,03,102,100.0,22,2626.8,1
2004,11,17,102,100.0,32,5026.56,1
2004,11,24,102,71.02,31,2201.62,1
2004,12,07,102,100.0,40,4326.8,1
2005,1,07,102,100.0,22,3425.18,1
2005,2,03,102,100.0,41,4701.88,1
2005,3,04,102,48.98,45,2204.1,1
2005,4,08,102,100.0,45,5189.4,1
2003,2,17,43,40.15,39,1565.85,4
2003,4,29,43,50.62,49,2480.38,4
2003,6,27,43,50.19,27,1355.13,4
2003,8,10,43,36.66,34,1246.44,4
2003,10,08,43,41.02,20,820.4,4
2003,10,28,43,51.93,48,2492.64,4
2003,12,01,43,38.4,29,1113.6,4
2004,1,12,43,41.02,43,1763.86,4
2004,2,20,43,46.26,41,1896.66,4
2004,4,02,43,35.35,41,1449.35,4
2004,5,11,43,51.93,36,1869.48,4
2004,7,23,43,45.39,38,1724.82,4
2004,8,21,43,51.93,33,1713.69,4
2004,9,15,43,48.44,26,1259.44,4
2004,10,15,43,43.64,47,2051.08,4
2004,11,01,43,47.57,34,1617.38,4
2004,11,12,43,51.93,34,1765.62,4
2004,11,24,43,50.62,40,2024.8,4
2004,12,04,43,82.21,40,3288.4,4
2004,12,17,43,82.59,33,2725.47,4
2005,2,03,43,65.8,49,3224.2,4
2005,3,03,43,100.0,27,3211.38,4
2005,3,30,43,36.66,49,1796.34,4
2005,5,10,43,51.93,37,1921.41,4
2003,1,31,115,100.0,33,3705.24,3
2003,4,04,115,100.0,27,2843.91,3
2003,6,03,115,100.0,46,6176.42,3
2003,8,01,115,100.0,44,5500.44,3
2003,9,21,115,100.0,26,3220.1,3
2003,10,22,115,94.92,48,4556.16,3
2003,11,06,115,100.0,23,3114.89,3
2003,11,14,115,100.0,45,4948.2,3
2003,11,25,115,100.0,49,5161.17,3
2003,12,09,115,94.92,28,2657.76,3
2004,2,12,115,100.0,37,3983.05,3
2004,3,15,115,100.0,34,3974.94,3
2004,5,05,115,100.0,22,2928.42,3
2004,6,15,115,100.0,29,3054.57,3
2004,7,20,115,98.39,34,3345.26,3
2004,8,20,115,100.0,38,4310.72,3
2004,9,08,115,100.0,41,4983.14,3
2004,10,13,115,100.0,42,4618.32,3
2004,10,22,115,100.0,28,3403.12,3
2004,11,05,115,100.0,38,5190.42,3
2004,11,20,115,100.0,23,3141.57,3
2004,12,02,115,71.4,31,2213.4,3
2004,12,15,115,100.0,46,4896.7,3
2005,1,23,115,56.55,48,2714.4,3
2005,2,22,115,100.0,29,3087.05,3
2005,3,17,115,100.0,46,5692.96,3
2005,5,03,115,100.0,26,3460.86,3
2003,1,31,58,53.31,32,1705.92,7
2003,4,16,58,49.21,21,1033.41,7
2003,6,03,58,69.12,46,3179.52,7
2003,8,08,58,49.79,42,2091.18,7
2003,9,28,58,57.41,31,1779.71,7
2003,10,22,58,66.78,38,2537.64,7
2003,11,06,58,64.44,38,2448.72,7
2003,11,14,58,48.62,20,972.4,7
2003,11,26,58,62.09,46,2856.14,7
2004,1,02,58,65.61,30,1968.3,7
2004,2,12,58,68.54,30,2056.2,7
2004,3,15,58,52.14,43,2242.02,7
2004,5,05,58,63.85,49,3128.65,7
2004,7,20,58,56.82,43,2443.26,7
2004,8,20,58,66.78,37,2470.86,7
2004,9,08,58,55.07,35,1927.45,7
2004,10,14,58,60.34,34,2051.56,7
2004,10,22,58,61.51,38,2337.38,7
2004,11,05,58,100.0,44,5932.96,7
2004,11,21,58,100.0,21,2296.77,7
2004,12,02,58,100.0,44,6490.88,7
2004,12,15,58,64.93,25,1623.25,7
2005,1,26,58,58.58,24,1405.92,7
2005,2,22,58,60.06,38,2282.28,7
2005,3,17,58,100.0,45,8977.05,7
2005,5,05,58,63.85,51,3256.35,7
2003,3,03,81,82.99,34,2821.66,1
2003,5,07,81,74.85,44,3293.4,1
2003,7,02,81,96.0,44,4224.0,1
2003,8,25,81,81.36,38,3091.68,1
2003,10,10,81,71.6,31,2219.6,1
2003,11,04,81,80.55,48,3866.4,1
2003,11,11,81,93.56,21,1964.76,1
2003,11,19,81,66.72,40,2668.8,1
2004,1,15,81,80.55,40,3222.0,1
2004,2,21,81,77.29,50,3864.5,1
2004,4,05,81,68.34,20,1366.8,1
2004,5,26,81,72.41,48,3475.68,1
2004,6,30,81,89.5,47,4206.5,1
2004,8,02,81,70.78,21,1486.38,1
2004,8,27,81,78.92,39,3077.88,1
2004,9,30,81,80.55,44,3544.2,1
2004,10,15,81,88.68,28,2483.04,1
2004,11,03,81,77.29,45,3478.05,1
2004,11,17,81,100.0,20,3657.8,1
2004,11,24,81,100.0,38,4682.36,1
2004,12,09,81,100.0,26,3937.7,1
2005,1,07,81,100.0,44,4984.32,1
2005,2,03,81,100.0,49,5406.66,1
2005,3,04,81,100.0,22,3491.18,1
2005,4,08,81,68.34,31,2118.54,1
2003,2,11,66,70.67,41,2897.47,6
2003,4,28,66,76.67,25,1916.75,6
2003,6,12,66,60.0,31,1860.0,6
2003,8,08,66,64.0,41,2624.0,6
2003,9,28,66,64.67,43,2780.81,6
2003,11,07,66,76.0,24,1824.0,6
2003,11,14,66,54.0,21,1134.0,6
2003,11,26,66,64.67,23,1487.41,6
2004,1,02,66,74.67,38,2837.46,6
2004,2,19,66,62.67,31,1942.77,6
2004,3,29,66,70.67,36,2544.12,6
2004,6,17,66,62.0,34,2108.0,6
2004,7,21,66,65.34,21,1372.14,6
2004,8,20,66,78.67,45,3540.15,6
2004,9,10,66,75.34,26,1958.84,6
2004,10,14,66,54.0,50,2700.0,6
2004,10,29,66,62.0,41,2542.0,6
2004,11,09,66,60.0,39,2340.0,6
2004,11,23,66,100.0,22,2816.44,6
2004,12,02,66,76.67,46,3526.82,6
2005,1,31,66,100.0,44,4627.92,6
2005,2,28,66,77.34,25,1933.5,6
2005,3,23,66,66.67,39,2600.13,6
2003,2,17,91,100.0,31,3312.97,5
2003,4,29,91,82.21,47,3863.87,5
2003,6,27,91,77.64,24,1863.36,5
2003,8,10,91,100.0,36,3945.96,5
2003,10,08,91,100.0,48,4954.08,5
2003,10,28,91,98.65,28,2762.2,5
2003,12,01,91,83.12,48,3989.76,5
2004,1,12,91,78.55,21,1649.55,5
2004,2,20,91,100.0,25,2534.75,5
2004,4,02,91,100.0,25,2580.25,5
2004,5,11,91,91.34,31,2831.54,5
2004,7,23,91,89.51,32,2864.32,5
2004,8,21,91,83.12,24,1994.88,5
2004,9,15,91,100.0,42,4296.6,5
2004,10,15,91,100.0,21,2224.95,5
2004,11,01,91,82.21,34,2795.14,5
2004,11,12,91,100.0,27,2762.1,5
2004,11,24,91,88.6,30,2658.0,5
2004,12,04,91,100.0,39,5043.87,5
2004,12,17,91,60.54,20,1210.8,5
2005,2,03,91,81.87,37,3029.19,5
2005,3,03,91,100.0,46,10066.6,5
2005,3,30,91,87.69,47,4121.43,5
2005,5,10,91,91.34,23,2100.82,5
2003,2,11,86,70.15,29,2034.35,6
2003,4,16,86,79.68,38,3027.84,6
2003,6,06,86,97.0,32,3104.0,6
2003,8,08,86,84.01,43,3612.43,6
2003,9,28,86,87.48,31,2711.88,6
2003,10,21,86,100.0,29,3013.97,6
2003,11,07,86,88.34,31,2738.54,6
2003,11,14,86,94.4,30,2832.0,6
2003,11,26,86,94.4,50,4720.0,6
2004,1,02,86,80.55,40,3222.0,6
2004,2,18,86,97.0,23,2231.0,6
2004,3,20,86,88.34,26,2296.84,6
2004,7,21,86,100.0,21,2146.2,6
2004,8,20,86,86.61,43,3724.23,6
2004,9,09,86,71.89,29,2084.81,6
2004,10,14,86,91.81,38,3488.78,6
2004,10,22,86,76.22,23,1753.06,6
2004,11,21,86,70.3,36,2530.8,6
2004,12,02,86,100.0,28,2924.32,6
2005,1,26,86,100.0,44,4496.8,6
2005,2,23,86,100.0,49,6397.44,6
2005,3,28,86,80.55,32,2577.6,6
2003,2,17,90,100.0,30,3177.3,6
2003,4,28,90,94.14,29,2730.06,6
2003,6,16,90,85.99,22,1891.78,6
2003,8,10,90,100.0,26,2612.48,6
2003,10,06,90,91.43,32,2925.76,6
2003,11,08,90,96.86,34,3293.24,6
2003,11,14,90,99.57,24,2389.68,6
2003,11,26,90,90.52,24,2172.48,6
2004,1,09,90,88.71,33,2927.43,6
2004,2,19,90,100.0,26,2659.54,6
2004,5,08,90,95.95,40,3838.0,6
2004,7,21,90,90.52,24,2172.48,6
2004,8,20,90,94.14,20,1882.8,6
2004,9,15,90,100.0,34,3477.86,6
2004,10,14,90,97.76,34,3323.84,6
2004,11,01,90,93.24,45,4195.8,6
2004,11,12,90,100.0,41,4156.58,6
2004,11,23,90,71.25,55,3918.75,6
2004,12,03,90,100.0,23,2352.67,6
2004,12,17,90,45.39,24,1089.36,6
2005,1,31,90,84.41,32,2701.12,6
2005,3,30,90,100.0,36,3910.32,6
2005,4,01,90,87.8,46,4038.8,6
2003,2,17,99,100.0,34,3763.46,5
2003,4,29,99,100.0,24,2584.8,5
2003,6,16,99,100.0,40,4427.6,5
2003,8,10,99,82.77,26,2152.02,5
2003,10,06,99,100.0,20,2353.4,5
2003,10,28,99,100.0,31,3431.39,5
2003,11,08,99,87.75,22,1930.5,5
2003,11,27,99,100.0,42,4774.56,5
2004,1,12,99,99.72,26,2592.72,5
2004,2,19,99,87.75,37,3246.75,5
2004,4,02,99,88.75,38,3372.5,5
2004,5,11,99,100.0,35,3909.15,5
2004,7,23,99,100.0,39,4472.52,5
2004,8,21,99,100.0,45,4576.95,5
2004,9,15,99,100.0,24,2441.04,5
2004,10,15,99,88.75,35,3106.25,5
2004,11,01,99,100.0,23,2706.41,5
2004,11,12,99,100.0,37,4021.53,5
2004,11,24,99,87.75,55,4826.25,5
2004,12,03,99,100.0,49,4935.28,5
2004,12,17,99,100.0,26,2754.7,5
2005,2,03,99,100.0,33,3856.71,5
2005,3,30,99,86.76,22,1908.72,5
2005,5,10,99,100.0,22,2457.18,5
2003,2,11,72,65.77,31,2038.87,6
2003,4,28,72,65.77,38,2499.26,6
2003,6,12,72,85.29,45,3838.05,6
2003,8,10,72,85.29,31,2643.99,6
2003,10,02,72,64.33,36,2315.88,6
2003,11,07,72,76.62,32,2451.84,6
2003,11,14,72,57.82,39,2254.98,6
2003,11,26,72,78.79,50,3939.5,6
2004,1,02,72,74.45,46,3424.7,6
2004,2,19,72,80.95,36,2914.2,6
2004,3,29,72,82.4,29,2389.6,6
2004,6,17,72,68.67,44,3021.48,6
2004,7,21,72,62.16,42,2610.72,6
2004,8,20,72,65.77,47,3091.19,6
2004,9,10,72,58.55,44,2576.2,6
2004,10,14,72,75.17,43,3232.31,6
2004,11,01,72,74.45,48,3573.6,6
2004,11,23,72,74.35,50,3717.5,6
2004,12,02,72,75.35,29,2185.15,6
2005,1,31,72,70.33,41,2883.53,6
2005,3,28,72,66.5,22,1463.0,6
2003,1,29,101,100.0,42,4460.82,2
2003,4,01,101,100.0,42,4758.18,2
2003,5,28,101,100.0,45,4597.2,2
2003,7,24,101,100.0,36,4114.8,2
2003,9,19,101,100.0,20,2104.0,2
2003,11,06,101,85.98,42,3611.16,2
2003,11,13,101,86.99,23,2000.77,2
2003,11,25,101,89.01,26,2314.26,2
2003,12,05,101,100.0,33,3871.89,2
2004,2,04,101,88.0,31,2728.0,2
2004,3,11,101,100.0,50,5614.0,2
2004,5,04,101,100.0,44,4628.8,2
2004,6,15,101,80.92,45,3641.4,2
2004,7,19,101,88.0,46,4048.0,2
2004,8,19,101,85.98,27,2321.46,2
2004,9,08,101,100.0,28,3256.96,2
2004,10,11,101,100.0,40,4208.0,2
2004,10,22,101,99.13,30,2973.9,2
2004,11,05,101,100.0,34,4248.3,2
2004,11,20,101,100.0,46,9558.8,2
2004,11,01,101,82.83,32,2650.56,2
2004,12,10,101,100.0,27,3761.37,2
2005,1,23,101,100.0,34,4301.34,2
2005,2,17,101,54.84,34,1864.56,2
2005,5,01,101,100.0,34,3576.8,2
2003,2,17,118,100.0,32,3986.56,5
2003,4,29,118,100.0,24,3417.12,5
2003,6,27,118,99.67,27,2691.09,5
2003,8,25,118,100.0,20,2752.6,5
2003,10,28,118,100.0,36,4527.72,5
2003,11,18,118,100.0,29,3957.05,5
2004,1,12,118,100.0,25,2818.0,5
2004,2,20,118,100.0,29,3199.86,5
2004,4,02,118,96.11,25,2402.75,5
2004,5,11,118,100.0,44,6055.72,5
2004,6,28,118,100.0,47,5465.16,5
2004,7,23,118,100.0,48,6378.72,5
2004,8,27,118,100.0,45,5392.8,5
2004,9,16,118,100.0,35,3986.5,5
2004,10,15,118,100.0,31,4009.23,5
2004,11,02,118,100.0,50,7119.0,5
2004,11,12,118,100.0,33,4072.2,5
2004,11,24,118,100.0,29,4094.51,5
2004,12,04,118,68.8,48,3302.4,5
2004,12,17,118,72.42,44,3186.48,5
2005,2,03,118,66.73,25,1668.25,5
2005,3,03,118,100.0,50,7154.5,5
2005,3,30,118,100.0,23,2810.83,5
2005,5,10,118,100.0,41,5642.83,5
2003,2,17,80,74.4,44,3273.6,5
2003,4,29,80,76.0,43,3268.0,5
2003,8,10,80,96.0,28,2688.0,5
2003,10,06,80,86.4,43,3715.2,5
2003,10,28,80,96.0,48,4608.0,5
2003,12,01,80,82.4,38,3131.2,5
2004,1,12,80,86.4,31,2678.4,5
2004,2,20,80,67.2,26,1747.2,5
2004,4,02,80,92.0,32,2944.0,5
2004,5,11,80,67.2,44,2956.8,5
2004,7,23,80,73.6,43,3164.8,5
2004,8,21,80,69.6,25,1740.0,5
2004,9,15,80,80.8,22,1777.6,5
2004,10,15,80,87.2,21,1831.2,5
2004,11,01,80,75.2,48,3609.6,5
2004,11,12,80,64.0,33,2112.0,5
2004,11,24,80,100.0,34,3644.12,5
2004,12,04,80,81.95,43,3523.85,5
2004,12,17,80,100.0,44,5001.92,5
2005,2,03,80,100.0,44,5208.72,5
2005,3,30,80,65.6,29,1902.4,5
2005,5,10,80,67.2,39,2620.8,5
2003,2,11,100,81.14,39,3164.46,6
2003,4,21,100,100.0,36,4219.2,6
2003,6,12,100,91.15,42,3828.3,6
2003,8,08,100,100.0,21,2334.99,6
2003,9,28,100,88.15,50,4407.5,6
2003,11,07,100,92.16,44,4055.04,6
2003,11,14,100,100.0,37,3891.66,6
2003,11,26,100,92.16,27,2488.32,6
2004,1,02,100,100.0,37,4447.4,6
2004,2,19,100,100.0,38,4187.22,6
2004,3,20,100,96.16,48,4615.68,6
2004,6,17,100,88.15,25,2203.75,6
2004,7,21,100,86.15,40,3446.0,6
2004,8,20,100,88.15,22,1939.3,6
2004,9,10,100,100.0,34,3473.78,6
2004,10,14,100,90.15,32,2884.8,6
2004,10,29,100,86.15,31,2670.65,6
2004,11,21,100,89.38,31,2770.78,6
2004,12,02,100,77.34,31,2397.54,6
2005,1,31,100,96.34,34,3275.56,6
2005,3,28,100,100.0,48,5192.64,6
2003,2,11,99,100.0,22,2556.18,6
2003,4,16,99,83.42,45,3753.9,6
2003,6,12,99,85.41,30,2562.3,6
2003,8,08,99,85.41,38,3245.58,6
2003,9,28,99,100.0,20,2204.6,6
2003,11,07,99,100.0,24,2526.48,6
2003,11,14,99,79.45,22,1747.9,6
